PSA,real estate
PHM,consumer discretionary
PVH,consumer discretionary
QRVO,information technology
PWR,industrials
QCOM,information technology
DGX,health care
RL,consumer discretionary
RJF,financials
RTN,industrials
O,real estate
REG,real estate
REGN,health care
RF,financials
RSG,industrials
RMD,health care
RHI,industrials
ROK,industrials
ROL,industrials
ROP,industrials
ROST,consumer discretionary
RCL,consumer discretionary
SPGI,financials
CRM,information technology
SBAC,real estate
SLB,energy
STX,information technology
SEE,materials
SRE,utilities
NOW,information technology
SHW,materials
SPG,real estate
SWKS,information technology
SLG,real estate
SNA,industrials
SO,utilities
LUV,industrials
SWK,industrials
SBUX,consumer discretionary
STT,financials
STE,health care
SYK,health care
SIVB,financials
SYF,financials
SNPS,information technology
SYY,consumer staples
TMUS,communication services
TROW,financials
TTWO,communication services
TPR,consumer discretionary
TGT,consumer discretionary
TEL,information technology
FTI,energy
TFX,health care
TXN,information technology
TXT,industrials
TMO,health care
TIF,consumer discretionary
TJX,consumer discretionary
TSCO,consumer discretionary
TDG,industrials
TRV,financials
TFC,financials
TWTR,communication services
TSN,consumer staples
UDR,real estate
ULTA,consumer discretionary
USB,financials
UAA,consumer discretionary
UA,consumer discretionary
UNP,industrials
UAL,industrials
UNH,health care
UPS,industrials
URI,industrials
UTX,industrials
UHS,health care
UNM,financials
VFC,consumer discretionary
VLO,energy
VAR,health care
VTR,real estate
VRSN,information technology
VRSK,industrials
VZ,communication services
VRTX,health care
VIAC,communication services
V,information technology
VNO,real estate
VMC,materials
WRB,financials
WAB,industrials
WMT,consumer staples
WBA,consumer staples
DIS,communication services
WM,industrials
WAT,health care
WEC,utilities
WCG,health care
WFC,financials
WELL,real estate
WDC,information technology
WU,information technology
WRK,materials
WY,real estate
WHR,consumer discretionary
WMB,energy
WLTW,financials
WYNN,consumer discretionary
XEL,utilities
XRX,information technology
XLNX,information technology
XYL,industrials
YUM,consumer discretionary
ZBRA,information technology
ZBH,health care
ZION,financials
ZTS,health care
